# Plot Data for 350 Air 5wt% Pd_Al2O3_PdK_mu_timeseries_nAverage300.dat
#---------------------------------
#  X1          data__mag_    X2         model__mag_  
 7.485826245  0.001326070  7.485826245  0.001332263
 7.516505861  0.001673999  7.516505861  0.001282304
 7.547185476  0.002174631  7.547185476  0.001221211
 7.577865092  0.002742087  7.577865092  0.001161461
 7.608544708  0.003320023  7.608544708  0.001116191
 7.639224324  0.003870613  7.639224324  0.001095209
 7.669903939  0.004366876  7.669903939  0.001100910
 7.700583555  0.004789623  7.700583555  0.001127099
 7.731263171  0.005126423  7.731263171  0.001161873
 7.761942787  0.005371276  7.761942787  0.001192191
 7.792622402  0.005524434  7.792622402  0.001207357
 7.823302018  0.005592130  7.823302018  0.001200699
 7.853981634  0.005586108  7.853981634  0.001170069
 7.884661250  0.005522902  7.884661250  0.001117765
 7.915340865  0.005422864  7.915340865  0.001050180
 7.946020481  0.005308923  7.946020481  9.771465e-4
 7.976700097  0.005205103  7.976700097  9.105879e-4
 8.007379713  0.005134851  8.007379713  8.618931e-4
 8.038059329  0.005119280  8.038059329  8.379951e-4
 8.068738944  0.005175563  8.068738944  8.381349e-4
 8.099418560  0.005315724  8.099418560  8.542650e-4
 8.130098176  0.005546017  8.130098176  8.749968e-4
 8.160777792  0.005866859  8.160777792  8.898400e-4
 8.191457407  0.006273096  8.191457407  8.915747e-4
 8.222137023  0.006754409  8.222137023  8.769294e-4
 8.252816639  0.007295791  8.252816639  8.464135e-4
 8.283496255  0.007878168  8.283496255  8.038248e-4
 8.314175870  0.008479255  8.314175870  7.555531e-4
 8.344855486  0.009074672  8.344855486  7.095287e-4
 8.375535102  0.009639276  8.375535102  6.735355e-4
 8.406214718  0.010148618  8.406214718  6.528877e-4
 8.436894333  0.010580416  8.436894333  6.484055e-4
 8.467573949  0.010915912  8.467573949  6.562321e-4
 8.498253565  0.011141041  8.498253565  6.697929e-4
 8.528933181  0.011247314  8.528933181  6.823762e-4
 8.559612796  0.011232359  8.559612796  6.888648e-4
 8.590292412  0.011100080  8.590292412  6.863685e-4
 8.620972028  0.010860427  8.620972028  6.741658e-4
 8.651651644  0.010528759  8.651651644  6.533369e-4
 8.682331259  0.010124819  8.682331259  6.262799e-4
 8.713010875  0.009671336  8.713010875  5.961790e-4
 8.743690491  0.009192294  8.743690491  5.664381e-4
 8.774370107  0.008710912  8.774370107  5.400998e-4
 8.805049722  0.008247491  8.805049722  5.193139e-4
 8.835729338  0.007817349  8.835729338  5.049858e-4
 8.866408954  0.007429224  8.866408954  4.967375e-4
 8.897088570  0.007084550  8.897088570  4.931963e-4
 8.927768185  0.006777887  8.927768185  4.924583e-4
 8.958447801  0.006498454  8.958447801  4.925224e-4
 8.989127417  0.006232368  8.989127417  4.915747e-4
 9.019807033  0.005965003  9.019807033  4.881298e-4
 9.050486649  0.005682995  9.050486649  4.810932e-4
 9.081166264  0.005375649  9.081166264  4.698100e-4
 9.111845880  0.005035794  9.111845880  4.541290e-4
 9.142525496  0.004660251  9.142525496  4.344838e-4
 9.173205112  0.004250138  9.173205112  4.119666e-4
 9.203884727  0.003811257  9.203884727  3.883488e-4
 9.234564343  0.003354809  9.234564343  3.659770e-4
 9.265243959  0.002898817  9.265243959  3.474417e-4
 9.295923575  0.002470688  9.295923575  3.349510e-4
 9.326603190  0.002110583  9.326603190  3.295422e-4
 9.357282806  0.001870760  9.357282806  3.305554e-4
 9.387962422  0.001796877  9.387962422  3.357807e-4
 9.418642038  0.001890977  9.418642038  3.421930e-4
 9.449321653  0.002104932  9.449321653  3.467872e-4
 9.480001269  0.002378336  9.480001269  3.471559e-4
 9.510680885  0.002666365  9.510680885  3.417696e-4
 9.541360501  0.002942755  9.541360501  3.300733e-4
 9.572040116  0.003194697  9.572040116  3.125056e-4
 9.602719732  0.003418063  9.602719732  2.905041e-4
 9.633399348  0.003613920  9.633399348  2.665144e-4
 9.664078964  0.003785856  9.664078964  2.439328e-4
 9.694758579  0.003937801  9.694758579  2.267437e-4
 9.725438195  0.004072419  9.725438195  2.184504e-4
 9.756117811  0.004190247  9.756117811  2.203945e-4
 9.786797427  0.004289717  9.786797427  2.308353e-4
 9.817477042  0.004368029  9.817477042  2.459134e-4
 9.848156658  0.004422627  9.848156658  2.614135e-4
 9.878836274  0.004452916  9.878836274  2.738718e-4
 9.909515890  0.004461838  9.909515890  2.809110e-4
 9.940195505  0.004456919  9.940195505  2.812462e-4
 9.970875121  0.004450396  9.970875121  2.746439e-4
